Year,Group,Sample,SampID,GSample,Drain,Zone,Type,Type2,DepthType,Easting,Northing,Longitude,Latitude,Depth_upper_cm,Depth_lower_cm,DepthMid,pH,EC,EC_units,Al,As,Ba,Ca,Ce,Co,Cr,Cu,Fe,Gd,K,La,Li,Mg,Mn,Mo,Na,Nd,Ni,P,Pb,S,Sr,Th,V,Y,Zn,REE
2024,Group_B,I,Saltmarsh L-transect west,NA,NA,SM-L-W,Saltmarsh,Saltmarsh E,Core,400283,6468156,115.9452577,-31.91810855,0,7,NA,NA,NA,NA,40578.5,5.162,58.89,5770.8,79.33,12.181,63.74,251.83,38377.1,4.655,4568.1,40.58,34.69,7731.2,151.59,0.997,42784.7,29.75,28.43,777.7,53.79,6076.6,83.24,16.77,60.15,16.22,221.07,154.315
2024,Group_B,II,Saltmarsh L-transect west,NA,NA,SM-L-W,Saltmarsh,Saltmarsh E,Core,400283,6468156,115.9452577,-31.91810855,8,14,NA,NA,NA,NA,43040.1,7.691,55.77,2859.6,106.32,11.61,72.85,147.93,46601.2,5.947,3769.6,53.89,32.4,4930.5,125.34,1.147,13673.8,39.37,28.79,712.1,59.27,2235.4,44.2,20.85,72.51,20.97,238.67,205.527
2024,Group_B,IIrep,Saltmarsh L-transect west,NA,NA,SM-L-W,Saltmarsh,Saltmarsh E,Core,400283,6468156,115.9452577,-31.91810855,8,14,NA,NA,NA,NA,47593.5,5.479,54.39,2746.9,119.13,12.627,84.6,156.65,43705.4,6.617,4312,61.02,37.1,5484.2,125.68,1.013,14974.8,44.2,31.84,684.7,55.57,2094.1,45.85,23.35,77.94,23.49,236.79,230.967
2024,Group_B,III,Saltmarsh L-transect west,NA,NA,SM-L-W,Saltmarsh,Saltmarsh E,Core,400283,6468156,115.9452577,-31.91810855,15,21,NA,NA,NA,NA,51129.2,9.546,87.59,1699.1,190.12,12.974,79.24,91.87,40846.4,9.946,3936.4,95.32,42.79,3990,158.66,1.539,8195.8,66.32,32.91,321.8,43.66,995.5,34.92,21.97,75.88,41.55,170.08,361.706
2024,Group_B,IIIrep,Saltmarsh L-transect west,NA,NA,SM-L-W,Saltmarsh,Saltmarsh E,Core,400283,6468156,115.9452577,-31.91810855,15,21,NA,NA,NA,NA,52747.5,11.096,96.57,1827.2,202.77,15.221,85.18,115.78,56686.8,10.777,4168.6,101.48,45.59,4303.9,211.46,1.435,8687,70.24,35.91,354.5,51.98,1084.6,38.14,23.72,84.11,44.7,205.84,385.267
2024,Group_C,1A,Saltmarsh L-transect north,NA,NA,SM-L-N,Saltmarsh,Saltmarsh E,Core,400331,6468206,115.9457704,-31.91766174,16,23,NA,NA,NA,NA,55103.5,4.027,112.77,1522.5,224.53,9.666,86.47,104.94,39104.9,11.648,4532.6,104.45,50.33,4381.3,74.49,1.005,9136,75.75,25.18,249.5,46.1,1135.2,40.27,29.05,90.13,49.09,109.4,416.378
2024,Group_C,1B,Saltmarsh L-transect north,NA,NA,SM-L-N,Saltmarsh,Saltmarsh E,Core,400331,6468206,115.9457704,-31.91766174,8,16,NA,NA,NA,NA,46409.6,5.243,74.98,1983.1,151.62,11.125,74.82,301.92,47732.8,8.447,3789.6,75.77,44.04,4189.5,68.17,1.573,7954.3,52.6,29.56,844.3,99.75,1101.1,40.79,23.83,79.22,31.55,235.77,288.437
2024,Group_C,1C,Saltmarsh L-transect north,NA,NA,SM-L-N,Saltmarsh,Saltmarsh E,Core,400331,6468206,115.9457704,-31.91766174,0,8,NA,NA,NA,NA,46472.7,7.205,51.85,7530.8,117.18,10.975,69.49,397.69,45270.6,6.642,4430.5,58.44,44.33,5861.3,80.06,1.465,20407.1,41.91,28.43,1102.9,93.6,2399.2,58.78,20.12,66.71,25.17,315.55,224.172
2024,Group_C,2A,Saltmarsh L-transect north,NA,NA,SM-L-N,Saltmarsh,Saltmarsh E,Core,400331,6468206,115.9457704,-31.91766174,0,3,NA,6.06,9.14,mS,47020.3,6.517,42.93,2603.6,113.72,9.195,64.79,257.2,42828.4,6.366,4733.4,55.46,40.7,7386.6,71.74,1.325,27922.4,42.17,23.48,856.5,75.3,3047.8,44.94,20.37,68.32,23.85,173.74,217.716
2024,Group_C,2B,Saltmarsh L-transect north,NA,NA,SM-L-N,Saltmarsh,Saltmarsh E,Core,400331,6468206,115.9457704,-31.91766174,3,5,NA,6.12,3.85,mS,45199.4,6.519,75.31,2529.1,116.97,11.742,58.84,425.82,67217.9,6.587,3427.2,60.98,42.65,4823.1,68.96,2.729,13816.5,42.73,29.3,1491.4,130.29,1858,49.48,16.31,70.23,26.84,355.51,227.267
2024,Group_C,2C,Saltmarsh L-transect north,NA,NA,SM-L-N,Saltmarsh,Saltmarsh E,Core,400331,6468206,115.9457704,-31.91766174,5,9,NA,6.17,2.09,mS,53379.7,6.151,102.24,1865,133.98,9.518,80.77,181.21,47864.2,7.314,3968.6,66.32,44.55,4466.3,76.62,1.716,9014.4,48.21,25.41,602.2,84.3,1039.6,41.48,26.29,85.26,26.9,135.05,255.824
2024,Group_C,2D,Saltmarsh L-transect north,NA,NA,SM-L-N,Saltmarsh,Saltmarsh E,Core,400331,6468206,115.9457704,-31.91766174,9,15,NA,6.08,1.62,mS,47364.3,2.609,93.03,1366.7,171.22,8.419,80.46,114.97,37793.6,9.006,3706,86.9,39.07,4214.5,75.23,1.247,7588.4,57.79,23.04,311.3,49.93,857.6,34.06,30.15,83.7,35.38,100.87,324.916
2024,Group_D,Sample 1.1,Saltmarsh L-transect northNE,NA,NA,SM-L-NNE,Saltmarsh,Saltmarsh E,Core,400359,6468184,115.9460643,-31.91786265,1,4,NA,5.79,4.16,mS,54566,6.394,96.19,2255.2,167.53,10.658,82.44,150.64,42912.7,9.454,4775.2,80.89,41.94,5164.4,88.25,1.098,15574.7,59.72,30.06,391.5,55.31,1952.7,51.01,26.39,84.08,35.39,105.68,317.594
2024,Group_D,Sample 1.2,Saltmarsh L-transect northNE,NA,NA,SM-L-NNE,Saltmarsh,Saltmarsh E,Core,400359,6468184,115.9460643,-31.91786265,1,4,NA,NA,NA,NA,41081.6,0.335,80.34,1866.2,142.52,9.366,66.55,132.54,35319.7,7.836,4006.9,68.58,33.58,4343.4,69.96,1.126,13455.4,50.61,23.75,328.1,45.16,1638.9,42.83,22.5,71.36,30.23,91.06,269.546
2024,Group_D,Sample 2.1,Saltmarsh L-transect northNE,NA,NA,SM-L-NNE,Saltmarsh,Saltmarsh E,Core,400359,6468184,115.9460643,-31.91786265,4,18,NA,NA,NA,NA,53740.3,2.483,102.18,1572.6,193.13,9.969,74.47,64.84,43983.2,11.349,4593.5,82.45,44.1,3975.6,81.84,1.73,10094.7,70.73,24.34,202.6,35.73,1440.4,41.65,24.94,83.04,40.85,68.95,357.659
2024,Group_D,Sample 2.2,Saltmarsh L-transect northNE,NA,NA,SM-L-NNE,Saltmarsh,Saltmarsh E,Core,400359,6468184,115.9460643,-31.91786265,4,18,NA,NA,NA,NA,49692.4,6.623,104.47,1535.5,190.37,9.855,72.17,65.1,43584.5,11.327,4498.7,81.43,42.25,3943.1,78.14,1.816,10090.1,69.86,22.96,199.4,36.96,1438.3,41.89,24.21,82.02,40.61,67.11,352.987
2024,Group_E,Sample 1,Saltmarsh L-transect northMidE,NA,NA,SM-L-NmidE,Saltmarsh,Saltmarsh E,Core,400388,6468182,115.9463708,-31.91788323,0,7,NA,6.52,6.62,mS,56091.8,6.806,99.34,2019.7,241.26,11.661,81.23,83.34,41368.4,13.718,4268.7,107.97,46.47,4595.1,102.08,0.905,12313.3,84.89,33.86,377.4,41.17,1605.8,61.23,25.58,82.48,57.24,97.92,447.838
2024,Group_E,Sample 2,Saltmarsh L-transect northMidE,NA,NA,SM-L-NmidE,Saltmarsh,Saltmarsh E,Core,400388,6468182,115.9463708,-31.91788323,7,10,NA,6.15,3.68,mS,50291.5,NA,51.67,1252.2,92.83,8.702,58.97,42.46,29069.5,6.383,4409.3,36.05,41.15,3521,63.74,1.115,10626.2,38.38,20.82,186.2,20.02,1292.4,29.36,19.47,59.48,19.29,55.01,173.643
2024,Group_E,Sample 3,Saltmarsh L-transect northMidE,NA,NA,SM-L-NmidE,Saltmarsh,Saltmarsh E,Core,400388,6468182,115.9463708,-31.91788323,10,17,NA,5.92,2295,µS,40337.7,0.568,102.94,561.9,33.63,6.693,44.46,14.77,26652.5,2.513,3484.5,13.55,33.63,2279.3,36.49,4.695,6539.4,14.4,10.49,44,9.84,730.3,19.13,14.32,54.96,5.6,14.6,64.093
2024,Group_F,Sample 1,Saltmarsh Z-transect northernmost,NA,NA,SM-Z-N,Saltmarsh,Saltmarsh E,Core,400411,6468201,115.946616,-31.91771386,10,15,NA,6.07,1543,µS,55060,2.502,65.43,1213,478.08,8.637,68.44,49.42,36465.8,28.696,4170.4,146.85,61.38,3210.9,44.73,2.007,7346,172.44,23.67,232.1,38.19,1535.1,48.92,20.3,84.11,117.54,37.23,826.066
2024,Group_F,Sample 2,Saltmarsh Z-transect northernmost,NA,NA,SM-Z-N,Saltmarsh,Saltmarsh E,Core,400411,6468201,115.946616,-31.91771386,5,10,NA,6.04,2015,µS,52204.2,9.941,95.18,2060,600.61,9.724,79.33,95.06,38600.5,26.188,4034,267.56,49.37,4292.2,73.72,1.102,11501.6,176.42,28.32,688.3,75.79,1845,69.73,25.28,91.06,147.38,69.94,1070.778
2024,Group_F,Sample 3,Saltmarsh Z-transect northernmost,NA,NA,SM-Z-N,Saltmarsh,Saltmarsh E,Core,400411,6468201,115.946616,-31.91771386,0,5,NA,5.78,11.03,mS,32757.7,4.361,69.4,3892.8,143.85,9.174,54.99,93.03,34922.5,7.291,3618,87.51,33.14,5446.8,69.59,0.666,27274.1,46.41,20.59,702,48.67,4305,79.37,18.78,64.68,35.32,104.75,285.061
2024,Group_G,Sample 1,Saltmarsh Island W,NA,NA,SM-Isl-W,Saltmarsh,Saltmarsh E,Core,400305,6468107,115.9454853,-31.91855248,0,7,NA,NA,NA,NA,51025.3,3.151,76.43,2601.4,123.6,12.376,83.76,131.86,43036.2,7.134,5247.1,60.3,41,5627.9,109.13,0.363,16756.2,46.83,28.51,633.3,45.6,2898.9,51.55,26.77,84.12,25.08,179.32,237.864
2024,Group_G,Sample 2,Saltmarsh Island W,NA,NA,SM-Isl-W,Saltmarsh,Saltmarsh E,Core,400305,6468107,115.9454853,-31.91855248,7,14,NA,NA,NA,NA,45723.3,0.87,80.63,2014.6,123.62,11.435,77.44,107.73,40222.6,7.123,4605.7,59.42,36.61,4924.7,124.1,0.571,11904.4,46.52,26.23,500.2,42,1753.5,42.7,25.46,81.99,25.73,156.73,236.683
2024,Group_G,Sample 3,Saltmarsh Island W,NA,NA,SM-Isl-W,Saltmarsh,Saltmarsh E,Core,400305,6468107,115.9454853,-31.91855248,14,21,NA,NA,NA,NA,46443,6.135,69.43,2263.3,107.08,10.904,73.48,112.87,37742.2,6.037,4595.7,52.31,36.23,4893.4,96.49,0.568,14002.8,40.9,24.99,544.7,39.74,2402.1,45.28,23.63,73.29,21.8,154.99,206.327
2024,Group_H,R-1.1,Saltmarsh Island E,NA,NA,SM-Isl-E,Saltmarsh,Saltmarsh E,Core,400406,6468121,115.9465549,-31.91843506,0,6,NA,7.16,12.65,mS,15185.3,2.196,28.15,5702.1,49.16,5.897,26.05,16.84,13859.5,2.306,1964.2,29.39,11.93,5805.6,76.4,0.736,29346.3,17.09,11.61,358.8,17.03,5433.7,77.48,7.24,31.4,9.06,35.31,97.946
2024,Group_H,R-1.2,Saltmarsh Island E,NA,NA,SM-Isl-E,Saltmarsh,Saltmarsh E,Core,400406,6468121,115.9465549,-31.91843506,0,6,NA,7.16,12.65,mS,16727.8,1.376,29.71,5704.3,50.27,5.531,27.22,16.86,14179.8,2.515,1994.3,29.49,12.51,5771.4,83.42,0.662,29456.4,17.41,12.21,364.2,17.36,5508.3,77.31,7.4,31.99,9.1,35.52,99.685
2024,Group_H,R-2.1,Saltmarsh Island E,NA,NA,SM-Isl-E,Saltmarsh,Saltmarsh E,Core,400406,6468121,115.9465549,-31.91843506,6,12,NA,7.4,7.73,mS,18908.4,0.491,21.76,1371.1,69.86,5.378,36.02,19.7,18455.4,3.46,1400.3,32.83,11.71,2682.2,77.99,0.735,10314.2,24.14,12,170.7,19.22,1142.6,20.59,12.82,44.24,11.57,26.69,130.29
2024,Group_H,R-2.2,Saltmarsh Island E,NA,NA,SM-Isl-E,Saltmarsh,Saltmarsh E,Core,400406,6468121,115.9465549,-31.91843506,6,12,NA,7.4,7.73,mS,15775.8,1.144,20.11,1287.9,61.66,5.316,32.89,18.6,17224.9,3.254,1300.9,32.2,10.03,2575.5,69.5,0.781,9910.8,23.57,10.51,164.6,18.67,1119.6,19.56,12.95,42.53,11.25,25.69,120.684
2025,1,2025-S01,,NA,NA,,Saltmarsh,Saltmarsh W,Core,400288,6468324,115.9453278,-31.91659356,0.01,10,5,8.23,3.75,mS,9470,3.44,44.7,14969,19,2.35,17,19.9,13357,1.573,836,8.68,4.54,2635,186.7,0.743,8383,4.676,5,231.3,306.7,888,53.81,5.08,23.73,4.098,190.2,33.929
2025,1,2025-S01,,NA,NA,,Saltmarsh,Saltmarsh W,Core,400288,6468324,115.9453278,-31.91659356,10,20,15,8.28,2.41,mS,5369,1.56,25.1,4831,10.8,1.65,8.9,20.2,8124,0.744,493,4.32,2.57,1666,97.7,0.445,5466,2.1,4.29,134.2,265.6,654,21.13,3.499,11.25,2.76,231.7,17.964
2025,1,2025-S01,,NA,NA,,Saltmarsh,Saltmarsh W,Core,400288,6468324,115.9453278,-31.91659356,20,30,25,7.28,3.73,mS,20622,7.63,49.1,4841,92.5,3.48,30.8,35.3,44008,6.331,1567,43.45,16.69,2716,113,3.191,7382,32.241,8.58,292.1,153.7,1123,38.87,11.481,50.56,18.425,209.6,174.522
2025,1,2025-S01,,NA,NA,,Saltmarsh,Saltmarsh W,Core,400288,6468324,115.9453278,-31.91659356,30,40,35,7.02,3.12,mS,43078,7.14,31.9,3797,80.7,4.25,50.5,26.7,47911,7.505,2162,29.81,33.37,2711,59.2,6.795,7468,35.948,11.8,213.5,75.8,1060,33.37,15.285,91.26,13.761,82.5,153.963
2025,1,2025-S01,,NA,NA,,Saltmarsh,Saltmarsh W,Core,400288,6468324,115.9453278,-31.91659356,40,50,45,6.95,2.26,mS,50789,8.59,27.2,2833,52.8,3.34,52.3,23.2,40770,5.272,2319,19.44,39.96,2623,44.9,9.536,7054,25.061,11.87,165,42.7,970,28.33,15.21,111.29,8.428,33.8,102.573
2025,1,2025-S01,Sample Missing in Lab,NA,NA,,Saltmarsh,Saltmarsh W,Core,400288,6468324,115.9453278,-31.91659356,50,60,55,6.71,1083,µS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,1,2025-S01,,NA,NA,,Saltmarsh,Saltmarsh W,Core,400288,6468324,115.9453278,-31.91659356,60,65,62.5,6.53,3.92,mS,22314,2.46,44.5,1775,25.2,2.19,27.8,11.9,16237,2.099,1137,10.47,15.38,1565,49.2,4.399,5013,10.105,5.94,69.1,33.4,699,15.87,10.131,45.28,3.101,18.1,47.874
2025,1,2025-S01,,NA,NA,,Saltmarsh,Saltmarsh W,Core,400288,6468324,115.9453278,-31.91659356,65,70,67.5,5.94,4.46,mS,5088,2.51,31.3,688,13.7,0.77,12.7,4.6,18278,1.197,1162,6.94,2.97,720,32.6,2.016,2651,5.377,0.97,37.5,8.9,1568,8.05,6.715,18.54,1.061,3.1,27.214
2025,2,2025-S02,1,NA,NA,,Lake_Sed,Lake_Sed,Core,400320,6468252,115.9456588,-31.91724584,0.01,10,5,6.96,8.43,mS,54233,4.86,109.7,2637,309.8,12.48,64.9,140.2,38092,18.336,3793,131.55,69.26,4629,65.1,1.281,12013,102.621,31.83,788.3,49.3,2202,86.67,21.67,74.95,78.795,202.1,562.307
2025,2,2025-S02,2,NA,NA,,Lake_Sed,Lake_Sed,Core,400320,6468252,115.9456588,-31.91724584,10,20,15,6.14,10.48,mS,59980,3.12,107.2,1948,268.8,10.32,63.7,45.9,25908,16.968,3515,100.49,75.35,4057,46.5,1.49,9626,95.416,30.07,332,30.3,1565,66.81,19.49,68.21,62.373,97.2,481.674
2025,2,2025-S02,3,NA,NA,,Lake_Sed,Lake_Sed,Core,400320,6468252,115.9456588,-31.91724584,20,30,25,7.09,4.97,mS,57923,2.8,121.6,2266,321.9,11.51,67.9,73.6,34376,19.135,3684,132.75,72.05,4372,56.7,1.307,9968,108.272,32.3,507.1,33.8,1621,83.72,22.269,77.64,77.134,157,582.057
2025,2,2025-S02,4,NA,NA,,Lake_Sed,Lake_Sed,Core,400320,6468252,115.9456588,-31.91724584,30,40,35,6.82,4.16,mS,52010,14.4,99.5,3358,206.3,11.69,68.4,252.9,46056,12.547,3646,93.67,48.73,5545,63.6,1.503,15574,68.828,29.02,1505.3,148.7,2283,115.57,21.067,75.16,47.664,311.1,381.345
2025,2,2025-S02,5,NA,NA,,Lake_Sed,Lake_Sed,Core,400324,6468254,115.9457014,-31.91722815,0.01,10,5,6.96,8.43,mS,53430,3.78,128.4,2119,370.1,11.76,64.2,84.5,35713,20.595,3637,161.65,70.57,4206,66.7,0.801,9254,119.886,32.34,588.3,33.2,1652,131.84,21.299,69.61,89.688,137.5,672.231
2025,2,2025-S02,6,NA,NA,,Lake_Sed,Lake_Sed,Core,400324,6468254,115.9457014,-31.91722815,10,20,15,6.92,5.53,mS,35975,8.98,58.5,5005,143.2,20.03,53,348.2,50060,9.586,4766,66.5,38.54,8019,99.5,0.767,29770,49.212,23.4,831.7,65.8,6681,87.02,17.821,58.46,33.937,459.3,268.498
2025,2,2025-S02,7,NA,NA,,Lake_Sed,Lake_Sed,Core,400324,6468254,115.9457014,-31.91722815,20,30,25,6.82,3.68,mS,43571,20.82,115.2,3501,179.3,17.01,61,323.1,54789,11.456,3405,86.94,47,5069,81.8,1.195,13895,59.473,29.99,2124.1,194.7,2021,133.04,19.072,68.73,42.832,527.5,337.169
2025,2,2025-S02,8,NA,NA,,Lake_Sed,Lake_Sed,Core,400324,6468254,115.9457014,-31.91722815,30,40,35,6.82,4.17,mS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,3,2025-S03,1,NA,NA,,Lake_Sed,Lake_Sed,Core,400302,6468230,115.9454662,-31.91744271,0.01,10,5,7.15,5.03,mS,39605,5.87,53.4,3682,159.9,9.22,59.9,243.7,31041,9.857,3861,68.77,36.64,5471,60,1.35,17691,54.462,21.5,447.3,67.7,5537,63.77,20.936,65.66,35.165,206,292.989
2025,3,2025-S03,2,NA,NA,,Lake_Sed,Lake_Sed,Core,400302,6468230,115.9454662,-31.91744271,10,20,15,6.24,1994,µS,40701,3.62,78.4,2151,213.7,7.74,59.1,58.6,32422,12.612,3191,85.87,37.56,4018,51.9,0.948,10962,71.678,19.09,409.7,32.9,1295,46.02,21.91,71.1,47.678,141.6,383.86
2025,3,2025-S03,3,NA,NA,,Lake_Sed,Lake_Sed,Core,400302,6468230,115.9454662,-31.91744271,20,30,25,6.46,2023,µS,54022,4.03,96.7,1610,201,9.12,60.5,27.1,29124,13.31,3785,71.75,57.87,3525,41.6,1.093,7857,72.019,21.17,195.2,21,1194,43.39,19.444,77.66,44.676,80.3,358.079
2025,3,2025-S03,4,NA,NA,,Lake_Sed,Lake_Sed,Core,400302,6468230,115.9454662,-31.91744271,30,40,35,6.21,2201,µS,53842,3.69,74.5,1315,73.6,8.3,55.1,24.8,27800,5.885,3302,27.34,50.79,3208,34.7,4.516,8352,27.843,17.64,112.4,11.2,1269,34.82,16.738,78.78,15.383,38.2,134.668
2025,3,2025-S03,5,NA,NA,,Lake_Sed,Lake_Sed,Core,400296,6468228,115.9454026,-31.91746022,0.01,10,5,7.39,5.6,µS,46535,4.28,60.9,3408,163.8,9.21,65.5,145.5,32235,9.795,3894,71.96,39.37,5136,61.1,0.782,15714,55.213,21.94,388.8,47.3,4234,58.22,22.831,68.73,34.437,130.2,300.768
2025,3,2025-S03,6,NA,NA,,Lake_Sed,Lake_Sed,Core,400296,6468228,115.9454026,-31.91746022,10,20,15,6.37,1974,µS,47954,4.37,112.7,1832,182.1,9.05,59.7,34.6,38480,11.88,3811,68.78,47.93,3778,44.9,1.073,8431,63.568,18.92,246.6,24.7,1137,42.27,20.021,75.77,39.638,84.8,326.328
2025,4,2025-S04,,NA,NA,,Other,Other,Core,400196,6468332,115.9443557,-31.91651332,0.01,5,2.5,7.82,322,µS,24377,6.32,145.8,7724,51.4,3.59,44.4,19,37369,3.843,1250,26.35,11.58,1914,73,5.344,830,17.802,7.57,434,24.5,682,50.61,14.706,76.54,7.611,52.1,99.395
2025,4,2025-S04,,NA,NA,,Other,Other,Core,400196,6468332,115.9443557,-31.91651332,5,10,7.5,6.3,206.2,µS,26532,5.66,106.6,4969,51,3.12,45.8,16.9,36735,3.808,1045,25.9,11.03,1503,48.4,5.058,950,17.709,7.77,290.5,24.4,395,33.49,17.061,72.71,6.688,34.4,98.417
2025,4,2025-S04,,NA,NA,,Other,Other,Core,400196,6468332,115.9443557,-31.91651332,10,15,12.5,6.6,173.6,µS,33109,8.5,95.5,5231,53.2,3.71,56.9,17.7,47576,4.339,1202,28.21,12.9,1731,44.6,7.443,993,18.243,9.05,268.8,27.5,386,35.35,21.634,95.17,7.27,31.2,103.992
2025,4,2025-S04,,NA,NA,,Other,Other,Core,400196,6468332,115.9443557,-31.91651332,15,20,17.5,7.1,171.5,µS,38660,11.44,91.7,4653,52.2,4.08,64.6,16.4,60988,4.56,1179,27.98,15.21,1801,40.3,10.664,806,17.332,9.03,195.8,27.8,344,32.11,26.148,108.18,6.83,22.8,102.072
2025,4,2025-S04,,NA,NA,,Other,Other,Core,400196,6468332,115.9443557,-31.91651332,20,25,22.5,7.25,65.1,µS,41602,15.64,91.2,4410,50.2,3.91,70.3,15.9,77701,5.206,1203,27.17,16.8,1933,34.6,12.968,844,17.249,8.77,166.3,27.6,363,31.44,28.861,121.37,6.65,16.3,99.825
2025,4,2025-S04,,NA,NA,,Other,Other,Core,400196,6468332,115.9443557,-31.91651332,25,30,27.5,7.1,82.4,µS,42592,16.47,77.2,3827,46.7,3.92,71.7,14.8,87942,5.436,1182,24.76,19.1,2004,32.2,14.49,809,16.641,8.62,146.1,26.6,346,27.36,25.959,122.85,6.189,13.2,93.537
2025,4,2025-S04,,NA,NA,,Other,Other,Core,400196,6468332,115.9443557,-31.91651332,30,35,32.5,6.9,148.8,µS,38176,15.06,65.8,2988,46.1,3.97,62.1,12.8,71364,4.833,1032,24.27,17.77,1774,32.7,12.45,704,16.346,7.87,104.9,22.2,287,22.07,21.976,106.4,5.85,11.8,91.549
2025,4,2025-S04,,NA,NA,,Other,Other,Core,400196,6468332,115.9443557,-31.91651332,35,40,37.5,6.65,147.7,µS,29941,8.17,125.9,6697,51.9,3.67,51,22.5,41197,4.094,1245,27.15,12.8,1865,75.9,5.884,1033,18.023,9.2,366.2,28.1,542,43.97,17.501,86.24,7.577,49.7,101.167
2025,5,2025-S05,,NA,NA,,Other,Other,Core,400305,6468345,115.9455098,-31.91640563,0.01,5,2.5,7.75,133.9,µS,11337,4.29,40.3,14199,30.9,1.96,20,14.3,14662,2.073,628,15.39,6.66,803,57,2.475,570,10.491,3.69,268,26.3,294,39.77,7.851,31.24,5.059,138.8,58.854
2025,5,2025-S05,,NA,NA,,Other,Other,Core,400305,6468345,115.9455098,-31.91640563,5,10,7.5,8.1,109.2,µS,10174,3.62,36.8,18860,24.3,1.62,17.1,11.5,13640,1.913,521,12.34,5.58,749,51.8,2.024,468,8.081,3.05,190.4,24.2,217,48.39,7.024,28.75,4.44,109.7,46.634
2025,5,2025-S05,,NA,NA,,Other,Other,Core,400305,6468345,115.9455098,-31.91640563,10,15,12.5,7.79,114.2,µS,8869,3.49,29.1,14856,18.7,1.36,13.9,9.6,11070,1.325,448,9.44,4.65,651,48,1.53,459,6.196,2.69,157.1,24.1,191,36.4,5.926,22.73,3.376,80.2,35.661
2025,5,2025-S05,,NA,NA,,Other,Other,Core,400305,6468345,115.9455098,-31.91640563,15,20,17.5,8.02,82.3,µS,7745,2.72,21.5,15236,11.1,1.45,13.1,10.2,10144,0.961,338,5.56,3.39,839,65.1,0.914,612,3.33,2.79,159.3,32.8,165,34.98,4.929,22.57,2.411,57.4,20.951
2025,5,2025-S05,,NA,NA,,Other,Other,Core,400305,6468345,115.9455098,-31.91640563,20,25,22.5,8.08,94.5,µS,6057,2.51,24.5,16894,10,1.24,9.9,10.6,8067,0.832,303,5.13,2.7,528,45.7,0.689,760,2.732,1.87,160.4,88.9,195,38.95,3.867,18.38,2.146,65.3,18.694
2025,5,2025-S05,,NA,NA,,Other,Other,Core,400305,6468345,115.9455098,-31.91640563,25,30,27.5,8.26,70.5,µS,4249,2.71,18.7,14878,7.5,1.1,6.5,11.6,5212,0.52,221,3.72,3.54,398,52.3,0.5,1611,1.616,1.45,110.4,35.1,135,33.06,2.733,11.45,1.565,48.2,13.356
2025,5,2025-S05,,NA,NA,,Other,Other,Core,400305,6468345,115.9455098,-31.91640563,30,35,32.5,8.26,76.8,µS,5235,3.51,29.2,14243,9.3,1.07,7.2,9,5906,0.57,277,4.46,2.28,403,40.4,0.371,2482,2.285,1.44,106.8,32.6,145,33.76,3.503,12.97,1.633,45.3,16.615
2025,6,2025-S06,,NA,NA,,Lake_Sed,Lake_Sed,Core,400043,6468186,115.9427226,-31.91781684,0.01,10,5,6.4,3.92,mS,41086,4.44,25.9,2620,72.8,13.9,48.7,39.2,25170,5.33,2294,31.51,42.09,4423,45.3,9.407,15582,27.695,15.12,286.8,31,9349,42.19,14.506,63.23,14.08,630.4,137.335
2025,6,2025-S06,,NA,NA,,Lake_Sed,Lake_Sed,Core,400043,6468186,115.9427226,-31.91781684,10,20,15,6.09,2.2,mS,39779,5.56,19.4,1672,99.3,13.18,44.8,14.9,37006,7.169,1878,43.58,45.98,2496,48.2,6.328,5621,36.797,13.37,213.5,27.9,3090,25.32,14.24,63.65,20.427,756.9,186.846
2025,6,2025-S06,,NA,NA,,Lake_Sed,Lake_Sed,Core,400043,6468186,115.9427226,-31.91781684,0.01,10,5,6.75,13.91,mS,29190,7.45,61.7,1172,38.4,4.07,43.9,14.6,35709,3.239,1496,18.6,23.98,2022,61.3,4.732,4287,14.878,8.12,57.5,10.4,722,19.73,17.906,57.11,5.739,49.6,75.117
2025,6,2025-S06,,NA,NA,,Lake_Sed,Lake_Sed,Core,400043,6468186,115.9427226,-31.91781684,10,20,15,7.1,2.38,mS,36138,6.71,61.9,1013,47.5,5.36,50.2,15.1,29996,3.855,1760,22.63,32.21,2347,58.8,6.04,3632,18.36,10.12,70.2,12.7,462,20.29,20.073,77.05,7.944,78.5,92.345
2025,6,2025-S06,,NA,NA,,Lake_Sed,Lake_Sed,Core,400038,6468179,115.942669,-31.91787954,0.01,10,5,6.54,4.34,mS,28834,5.98,21.5,1743,76.1,9.71,36.2,15.2,35271,6.017,1646,29.92,34.48,2729,46.2,5.684,8689,29.208,9.36,200.2,23.1,3226,25.18,12.193,51.2,16.423,498.8,141.245
2025,6,2025-S06,,NA,NA,,Lake_Sed,Lake_Sed,Core,400038,6468179,115.942669,-31.91787954,10,20,15,6.44,2.03,mS,25897,6.29,30.9,1328,59.1,8.45,37.6,13.3,34122,5.033,1570,24.01,29.17,2273,46.4,4.191,5518,23.099,7.83,130.5,18.6,2484,19.41,13.952,52.06,11.919,336.2,111.242
