Pos. [°2?],Intensity [Counts],,,
50.5979,1458.2232,,,
50.6199,1447.2938,,,
50.6419,1435.4134,,,
50.6639,1517.6211,,,
50.6859,1452.5909,,,
50.7079,1465.0932,,,
50.7299,1503.1699,,,
50.7519,1474.0012,,,
50.7739,1487.8107,,,
50.7959,1406.1815,,,
50.8179,1447.427,,,
50.8399,1489.0529,,,
50.8619,1454.0914,,,
50.8839,1442.2305,,,
50.9059,1416.0884,,,
50.9279,1414.1535,,,
50.9499,1423.6636,,,
50.9719,1444.0593,,,
50.9939,1470.6251,,,
51.0159,1430.9445,,,
51.0379,1482.7113,,,
51.0599,1510.8837,,,
51.0819,1464.6135,,,
51.1039,1445.9247,,,
51.1259,1462.723,,,
51.1479,1424.9777,,,
51.1699,1385.0682,,,
51.1919,1391.1756,,,
51.2139,1360.4839,,,
51.2359,1400.0311,,,
51.2579,1436.6746,,,
51.2799,1422.6443,,,
51.3019,1427.5312,,,
51.3239,1427.4394,,,
51.3459,1396.9616,,,
51.3679,1374.5324,,,
51.3899,1373.3698,,,
51.4119,1353.3745,,,
51.4339,1390.5284,,,
51.4559,1426.1736,,,
51.4779,1415.7069,,,
51.4999,1398.4513,,,
51.5219,1420.5351,,,
51.5439,1421.6902,,,
51.5659,1450.1123,,,
51.5879,1447.2885,,,
51.6099,1407.5662,,,
51.6319,1458.0416,,,
51.6539,1416.156,,,
51.6759,1387.1814,,,
51.6979,1428.1153,,,
51.7199,1497.3189,,,
51.7419,1405.7428,,,
51.7639,1382.0339,,,
51.7859,1392.0099,,,
51.8079,1421.4352,,,
51.8299,1390.7225,,,
51.8519,1392.5595,,,
51.8739,1424.3885,,,
51.8959,1388.4954,,,
51.9179,1394.6067,,,
51.9399,1419.533,,,
51.9619,1447.6874,,,
51.9839,1439.7733,,,
52.0059,1366.4668,,,
52.0279,1356.2743,,,
52.0499,1462.323,,,
52.0719,1378.8812,,,
52.0939,1409.7081,,,
52.1159,1456.7313,,,
52.1379,1379.1574,,,
52.1599,1390.009,,,
52.1819,1424.3146,,,
52.2039,1409.1574,,,
52.2259,1427.1444,,,
52.2479,1391.4806,,,
52.2699,1449.7519,,,
52.2919,1380.3763,,,
52.3139,1420.1406,,,
52.3359,1432.7907,,,
52.3579,1457.3362,,,
52.3799,1451.2263,,,
52.4019,1476.3058,,,
52.4239,1470.8891,,,
52.4459,1401.4166,,,
52.4679,1361.8076,,,
52.4899,1425.4603,,,
52.5119,1444.9209,,,
52.5339,1430.5915,,,
52.5559,1374.9325,,,
52.5779,1441.1229,,,
52.5999,1409.449,,,
52.6219,1370.1773,,,
52.6439,1430.9843,,,
52.6659,1428.0569,,,
52.6879,1426.6728,,,
52.7099,1480.7297,,,
52.7319,1482.5347,,,
52.7539,1452.4779,,,
52.7759,1468.4661,,,
52.7979,1466.7728,,,
52.8199,1486.5181,,,
52.8419,1508.3212,,,
52.8639,1482.9604,,,
52.8859,1474.743,,,
52.9079,1475.9301,,,
52.9299,1498.6339,,,
52.9519,1495.1699,,,
52.9739,1562.5882,,,
52.9959,1564.7505,,,
53.0179,1552.6992,,,
53.0399,1559.764,,,
53.0619,1637.5178,,,
53.0839,1680.5219,,,
53.1059,1653.8869,,,
53.1279,1666.652,,,
53.1499,1729.8824,,,
53.1719,1753.758,,,
53.1939,1795.4851,,,
53.2159,1882.7658,,,
53.2379,2031.9732,,,
53.2599,2110.2813,,,
53.2819,2140.2302,,,
53.3039,2089.6196,,,
53.3259,1914.6353,,,
53.3479,1907.8735,,,
53.3699,1868.8207,,,
53.3919,1907.6184,,,
53.4139,1946.3865,,,
53.4359,1845.0501,,,
53.4579,1764.3144,,,
53.4799,1750.7655,,,
53.5019,1715.222,,,
53.5239,1668.6566,,,
53.5459,1643.7551,,,
53.5679,1674.2155,,,
53.5899,1742.3671,,,
53.6119,1805.3542,,,
53.6339,1918.8864,,,
53.6559,2157.2739,,,
53.6779,2486.3731,,,
53.6999,2543.9912,,,
53.7219,2307.3165,,,
53.7439,2063.7099,,,
53.7659,1921.789,,,
53.7879,1962.6285,,,
53.8099,1997.3453,,,
53.8319,1982.6435,,,
53.8539,1818.2943,,,
53.8759,1634.4152,,,
53.8979,1602.0294,,,
53.9199,1604.5928,,,
53.9419,1569.5429,,,
53.9639,1589.9181,,,
53.9859,1531.3498,,,
54.0079,1481.4795,,,
54.0299,1515.9978,,,
54.0519,1468.5724,,,
54.0739,1508.0708,,,
54.0959,1513.5047,,,
54.1179,1478.3412,,,
54.1399,1486.5236,,,
54.1619,1469.5278,,,
54.1839,1423.1415,,,
54.2059,1417.2392,,,
54.2279,1458.5157,,,
54.2499,1448.8703,,,
54.2719,1476.9514,,,
54.2939,1484.5112,,,
54.3159,1459.8604,,,
54.3379,1448.8611,,,
54.3599,1414.7707,,,
54.3819,1460.109,,,
54.4039,1432.056,,,
54.4259,1443.4624,,,
54.4479,1485.1985,,,
54.4699,1457.2654,,,
54.4919,1427.1325,,,
54.5139,1400.6088,,,
54.5359,1402.6488,,,
54.5579,1371.8967,,,
54.5799,1407.6243,,,
54.6019,1455.6606,,,
54.6239,1423.6705,,,
54.6459,1394.0756,,,
54.6679,1354.1104,,,
54.6899,1361.6444,,,
54.7119,1418.891,,,
54.7339,1426.8731,,,
54.7559,1430.5674,,,
54.7779,1433.1494,,,
54.7999,1429.0236,,,
54.8219,1416.5122,,,
54.8439,1419.4638,,,
54.8659,1423.584,,,
54.8879,1432.8763,,,
54.9099,1432.6321,,,
54.9319,1439.6078,,,
54.9539,1439.2752,,,
54.9759,1457.2603,,,
54.9979,1422.6191,,,
55.0199,1390.8776,,,
55.0419,1353.0725,,,
55.0639,1395.3942,,,
55.0859,1416.7452,,,
55.1079,1376.2486,,,
55.1299,1356.5634,,,
55.1519,1387.1821,,,
55.1739,1408.8309,,,
55.1959,1421.4145,,,
55.2179,1505.2768,,,
55.2399,1390.2352,,,
55.2619,1403.6464,,,
55.2839,1429.9602,,,
55.3059,1395.8602,,,
55.3279,1353.2845,,,
55.3499,1408.198,,,
55.3719,1445.2081,,,
55.3939,1399.0764,,,
55.4159,1333.9383,,,
55.4379,1370.4073,,,
55.4599,1357.9512,,,
55.4819,1368.2597,,,
55.5039,1334.1493,,,
55.5259,1382.6964,,,
55.5479,1326.3031,,,
55.5699,1307.0029,,,
55.5919,1331.5267,,,
55.6139,1432.6032,,,
55.6359,1406.9296,,,
55.6579,1318.5748,,,
55.6799,1348.8271,,,
55.7019,1333.6763,,,
55.7239,1288.6493,,,
55.7459,1372.2133,,,
55.7679,1348.1313,,,
55.7899,1354.3631,,,
55.8119,1407.9246,,,
55.8339,1366.9676,,,
55.8559,1379.9514,,,
55.8779,1389.741,,,
55.8999,1319.813,,,
55.9219,1391.1919,,,
55.9439,1402.9816,,,
55.9659,1279.7468,,,
55.9879,1368.6667,,,
56.0099,1365.7145,,,
56.0319,1310.8903,,,
56.0539,1383.1944,,,
56.0759,1341.3167,,,
56.0979,1354.7187,,,
56.1199,1361.6655,,,
56.1419,1416.8448,,,
56.1639,1434.785,,,
56.1859,1410.8908,,,
56.2079,1407.7104,,,
56.2299,1404.585,,,
56.2519,1407.4824,,,
56.2739,1429.591,,,
56.2959,1439.3712,,,
56.3179,1429.2565,,,
56.3399,1407.0866,,,
56.3619,1400.9752,,,
56.3839,1396.9471,,,
56.4059,1439.2046,,,
56.4279,1439.3878,,,
56.4499,1413.2035,,,
56.4719,1399.1922,,,
56.4939,1387.1583,,,
56.5159,1383.2316,,,
56.5379,1383.6824,,,
56.5599,1378.055,,,
56.5819,1358.5515,,,
56.6039,1344.0649,,,
56.6259,1336.0147,,,
56.6479,1336.7081,,,
56.6699,1345.4523,,,
56.6919,1355.0797,,,
56.7139,1354.9881,,,
56.7359,1336.7241,,,
56.7579,1304.7225,,,
56.7799,1253.0602,,,
56.8019,1298.9798,,,
56.8239,1316.2845,,,
56.8459,1277.4512,,,
56.8679,1296.9157,,,
56.8899,1295.8937,,,
56.9119,1317.7303,,,
56.9339,1264.5669,,,
56.9559,1253.3944,,,
56.9779,1255.2419,,,
56.9999,1253,,,
57.0219,1267.1427,,,
57.0439,1247.0308,,,
57.0659,1276.6777,,,
57.0879,1302.8432,,,
57.1099,1313.3481,,,
57.1319,1293.2432,,,
57.1539,1261.0028,,,
57.1759,1241.7138,,,
57.1979,1267.6511,,,
57.2199,1309.7637,,,
57.2419,1264.8316,,,
57.2639,1261.3978,,,
57.2859,1303.0248,,,
57.3079,1283.5884,,,
57.3299,1261.7551,,,
57.3519,1292.5051,,,
57.3739,1310.0561,,,
57.3959,1395.8436,,,
57.4179,1197.2262,,,
57.4399,1313.2129,,,
57.4619,1359.5675,,,
57.4839,1323.8719,,,
57.5059,1272.1918,,,
57.5279,1285.4327,,,
57.5499,1301.8654,,,
57.5719,1323.9293,,,
57.5939,1336.8453,,,
57.6159,1279.3532,,,
57.6379,1312.566,,,
57.6599,1238.0158,,,
57.6819,1265.2727,,,
57.7039,1333.9881,,,
57.7259,1301.0441,,,
57.7479,1280.197,,,
57.7699,1331.5101,,,
57.7919,1302.538,,,
57.8139,1321.0107,,,
57.8359,1312.1815,,,
57.8579,1326.8859,,,
57.8799,1318.7763,,,
57.9019,1314.2241,,,
57.9239,1301.0069,,,
57.9459,1298.7817,,,
57.9679,1302.6372,,,
57.9899,1315.2695,,,
58.0119,1299.1165,,,
58.0339,1229.0356,,,
58.0559,1245.102,,,
58.0779,1213.3758,,,
58.0999,1236.1076,,,
58.1219,1246.5342,,,
58.1439,1255.3045,,,
58.1659,1226.8587,,,
58.1879,1264.7704,,,
58.2099,1259.2064,,,
58.2319,1255.509,,,
58.2539,1284.2774,,,
58.2759,1265.1801,,,
58.2979,1218.4572,,,
58.3199,1226.5124,,,
58.3419,1249.4544,,,
58.3639,1246.224,,,
58.3859,1245.7366,,,
58.4079,1297.196,,,
58.4299,1293.4864,,,
58.4519,1224.4279,,,
58.4739,1214.2224,,,
58.4959,1270.6139,,,
58.5179,1302.9007,,,
58.5399,1293.1513,,,
58.5619,1312.2126,,,
58.5839,1310.8725,,,
58.6059,1270.0519,,,
58.6279,1283.1551,,,
58.6499,1330.7328,,,
58.6719,1330.3455,,,
58.6939,1262.9731,,,
58.7159,1277.1365,,,
58.7379,1340.9954,,,
58.7599,1374.3069,,,
58.7819,1409.1054,,,
58.8039,1468.8351,,,
58.8259,1590.5582,,,
58.8479,1766.434,,,
58.8699,1930.4038,,,
58.8919,2265.6433,,,
58.9139,2523.9066,,,
58.9359,2596.4785,,,
58.9579,2278.3964,,,
58.9799,1979.4801,,,
59.0019,1807.4182,,,
59.0239,1856.6154,,,
59.0459,1857.4985,,,
59.0679,1903.9206,,,
59.0899,1756.1497,,,
59.1119,1552.0399,,,
59.1339,1331.5801,,,
59.1559,1291.5854,,,
59.1779,1277.6646,,,
59.1999,1298.1456,,,
59.2219,1239.6192,,,
59.2439,1274.4726,,,
59.2659,1219.1099,,,
59.2879,1261.8347,,,
59.3099,1247.1084,,,
59.3319,1294.6858,,,
59.3539,1289.0681,,,
59.3759,1350.7025,,,
59.3979,1348.5842,,,
59.4199,1377.2918,,,
59.4419,1331.3965,,,
59.4639,1383.8472,,,
59.4859,1393.3154,,,
59.5079,1352.3997,,,
59.5299,1349.0332,,,
59.5519,1320.155,,,
59.5739,1350.1081,,,
59.5959,1327.0622,,,
59.6179,1301.4074,,,
59.6399,1356.8603,,,
59.6619,1340.3422,,,
59.6839,1332.4424,,,
59.7059,1315.707,,,
59.7279,1326.3792,,,
59.7499,1326.9673,,,
59.7719,1276.7358,,,
59.7939,1266.4791,,,
59.8159,1277.9333,,,
59.8379,1223.0127,,,
59.8599,1214.5979,,,
59.8819,1272.8266,,,
59.9039,1344.1119,,,
59.9259,1314.4326,,,
59.9479,1296.3538,,,
59.9699,1267.7384,,,
59.9919,1234.9924,,,
60.0139,1213.0621,,,
60.0359,1232.1411,,,
60.0579,1243.3698,,,
60.0799,1269.8482,,,
60.1019,1290.8604,,,
60.1239,1256.7184,,,
60.1459,1232.6698,,,
60.1679,1260.0434,,,
60.1899,1277.1711,,,
60.2119,1254.5661,,,
60.2339,1217.1454,,,
60.2559,1251.0908,,,
60.2779,1243.0527,,,
60.2999,1199.7885,,,
60.3219,1191.824,,,
60.3439,1240.2246,,,
60.3659,1225.8305,,,
60.3879,1189.1263,,,
60.4099,1174.8052,,,
60.4319,1127.4343,,,
60.4539,1147.3523,,,
60.4759,1146.7565,,,
60.4979,1162.0808,,,
60.5199,1119.507,,,
60.5419,1130.835,,,
60.5639,1192.7319,,,
60.5859,1141.8629,,,
60.6079,1141.6771,,,
60.6299,1096.0341,,,
60.6519,1140.0176,,,
60.6739,1131.3214,,,
60.6959,1122.4061,,,
60.7179,1122,,,
60.7399,1142.5385,,,
60.7619,1131.9911,,,
60.7839,1098.5397,,,
60.8059,1051.7962,,,
60.8279,1116.3976,,,
60.8499,1108.4571,,,
60.8719,1158.8218,,,
60.8939,1176.7985,,,
60.9159,1157.7629,,,
60.9379,1121.5102,,,
60.9599,1077.4442,,,
60.9819,1141.9718,,,
61.0039,1136.2787,,,
61.0259,1123.2428,,,
61.0479,1144.8595,,,
61.0699,1087.2008,,,
61.0919,1122.2919,,,
61.1139,1192.3658,,,
61.1359,1199.8078,,,
61.1579,1110.2954,,,
61.1799,1181.7771,,,
61.2019,1146.4599,,,
61.2239,1097.9535,,,
61.2459,1138.5635,,,
61.2679,1147.339,,,
61.2899,1120.8882,,,
61.3119,1178.6012,,,
61.3339,1171.2097,,,
61.3559,1203.8754,,,
61.3779,1174.4073,,,
61.3999,1191.4422,,,
61.4219,1136.9872,,,
61.4439,1148.0397,,,
61.4659,1190.28,,,
61.4879,1172.6195,,,
61.5099,1233.1068,,,
61.5319,1183.4088,,,
61.5539,1214.1317,,,
61.5759,1216.4097,,,
61.5979,1216.911,,,
61.6199,1158.2745,,,
61.6419,1166.0755,,,
61.6639,1162.0742,,,
61.6859,1222.2999,,,
61.7079,1219.5506,,,
61.7299,1211.7551,,,
61.7519,1163.9204,,,
61.7739,1113.5773,,,
61.7959,1137.1726,,,
61.8179,1162.5282,,,
61.8399,1182.3835,,,
61.8619,1161.0647,,,
61.8839,1146.8314,,,
61.9059,1188.6345,,,
61.9279,1181.8123,,,
61.9499,1140.9755,,,
61.9719,1127.6458,,,
61.9939,1137.6728,,,
62.0159,1187.5833,,,
62.0379,1205.7197,,,
62.0599,1186.2299,,,
62.0819,1198.1369,,,
62.1039,1186.6536,,,
62.1259,1178.7051,,,
62.1479,1184.9592,,,
62.1699,1161.284,,,
62.1919,1189.1286,,,
62.2139,1250.4123,,,
62.2359,1265.084,,,
62.2579,1207.7607,,,
62.2799,1187.1372,,,
62.3019,1196.942,,,
62.3239,1250.1611,,,
62.3459,1261.6558,,,
62.3679,1218.5219,,,
62.3899,1234.4781,,,
62.4119,1252.5566,,,
62.4339,1231.9615,,,
62.4559,1194.5706,,,
62.4779,1196.3029,,,
62.4999,1161.1733,,,
62.5219,1178.9648,,,
62.5439,1204.0763,,,
62.5659,1235.776,,,
62.5879,1198.3006,,,
62.6099,1232.5814,,,
62.6319,1174.8644,,,
62.6539,1224.7968,,,
62.6759,1229.2905,,,
62.6979,1291.2501,,,
62.7199,1241.336,,,
62.7419,1284.0012,,,
62.7639,1317.4741,,,
62.7859,1319.9646,,,
62.8079,1295.5776,,,
62.8299,1298.9568,,,
62.8519,1344.8964,,,
62.8739,1275.1239,,,
62.8959,1283.6873,,,
62.9179,1272.9972,,,
62.9399,1296.2275,,,
62.9619,1265.2657,,,
62.9839,1298.5486,,,
63.0059,1291.4247,,,
63.0279,1274.8004,,,
63.0499,1269.7491,,,
63.0719,1245.2439,,,
63.0939,1265.7546,,,
63.1159,1329.274,,,
63.1379,1268.8063,,,
63.1599,1275.6033,,,
63.1819,1285.9557,,,
63.2039,1280.3683,,,
63.2259,1295.473,,,
63.2479,1301.6682,,,
63.2699,1312.9304,,,
63.2919,1351.6447,,,
63.3139,1368.28,,,
63.3359,1340.7003,,,
63.3579,1347.2337,,,
63.3799,1339.6864,,,
63.4019,1429.4101,,,
63.4239,1445.3579,,,
63.4459,1441.3333,,,
63.4679,1423.2117,,,
63.4899,1385.7569,,,
63.5119,1380.8808,,,
63.5339,1422.9451,,,
63.5559,1451.6334,,,
63.5779,1472.6283,,,
63.5999,1463.6769,,,
63.6219,1435.9133,,,
63.6439,1399.134,,,
63.6659,1395.3562,,,
63.6879,1448.7068,,,
63.7099,1479.4808,,,
63.7319,1483.945,,,
63.7539,1463.2348,,,
63.7759,1465.4029,,,
63.7979,1487.35,,,
63.8199,1497.4726,,,
63.8419,1490.2535,,,
63.8639,1526.4513,,,
63.8859,1585.8497,,,
63.9079,1551.3182,,,
63.9299,1562.2806,,,
63.9519,1611.097,,,
63.9739,1565.1942,,,
63.9959,1515.6252,,,
64.0179,1522.6697,,,
64.0399,1552.2863,,,
64.0619,1571.8073,,,
64.0839,1602.2116,,,
64.1059,1616.1062,,,
64.1279,1506.9884,,,
64.1499,1521.1322,,,
64.1719,1586.5976,,,
64.1939,1577.2093,,,
64.2159,1527.7696,,,
64.2379,1573.1862,,,
64.2599,1582.907,,,
64.2819,1621.0199,,,
64.3039,1538.3534,,,
64.3259,1588.7733,,,
64.3479,1562.1364,,,
64.3699,1546.3539,,,
64.3919,1603.606,,,
64.4139,1611.2517,,,
64.4359,1600.3628,,,
64.4579,1618.772,,,
64.4799,1637.3983,,,
64.5019,1552.209,,,
64.5239,1661.95,,,
64.5459,1715.4988,,,
64.5679,1631.5836,,,
64.5899,1646.477,,,
64.6119,1784.867,,,
64.6339,1816.9117,,,
64.6559,1897.458,,,
64.6779,1945.1129,,,
64.6999,1907.0357,,,
64.7219,1963.8445,,,
64.7439,1933.0958,,,
64.7659,1822.4248,,,
64.7879,1825.9227,,,
64.8099,1809.2953,,,
64.8319,1869,,,
64.8539,1865.1611,,,
64.8759,1819.0131,,,
64.8979,1710.1065,,,
64.9199,1762.1179,,,
64.9419,1740.8374,,,
64.9639,1693.2568,,,
64.9859,1732.0051,,,
65.0079,1731.2496,,,
65.0299,1635.0561,,,
65.0519,1650.3811,,,
65.0739,1667.6716,,,
65.0959,1675.2345,,,
65.1179,1678.0817,,,
65.1399,1690.0418,,,
65.1619,1695.5135,,,
65.1839,1700.9141,,,
65.2059,1707.876,,,
65.2279,1791.0821,,,
65.2499,1736.5301,,,
65.2719,1718.7109,,,
65.2939,1634.0528,,,
65.3159,1616.0381,,,
65.3379,1661.4918,,,
65.3599,1687.8452,,,
65.3819,1690.5309,,,
65.4039,1672.7369,,,
65.4259,1667.3953,,,
65.4479,1662.1562,,,
65.4699,1636.0048,,,
65.4919,1589.5572,,,
65.5139,1542.2939,,,
65.5359,1563.0672,,,
65.5579,1566.7165,,,
65.5799,1532.2187,,,
65.6019,1481.8196,,,
65.6239,1483.1611,,,
65.6459,1550.3091,,,
65.6679,1528.1476,,,
65.6899,1553.6377,,,
65.7119,1541.8629,,,
65.7339,1530.6875,,,
65.7559,1517.6768,,,
65.7779,1475.1886,,,
65.7999,1456.4606,,,
65.8219,1470.5193,,,
65.8439,1469.5771,,,
65.8659,1521.199,,,
65.8879,1512.8154,,,
65.9099,1458.9535,,,
65.9319,1445.1667,,,
65.9539,1467.301,,,
65.9759,1460.0638,,,
65.9979,1449.6863,,,
66.0199,1459.5709,,,
66.0419,1401.8728,,,
66.0639,1383.4081,,,
66.0859,1387.0413,,,
66.1079,1410.9756,,,
66.1299,1416.8328,,,
66.1519,1358.6855,,,
66.1739,1365.1486,,,
66.1959,1458.4509,,,
66.2179,1437.6016,,,
66.2399,1401.6994,,,
66.2619,1432.4505,,,
66.2839,1449.7833,,,
66.3059,1373.7125,,,
66.3279,1398.1909,,,
66.3499,1412.4248,,,
66.3719,1381.0544,,,
66.3939,1379.0197,,,
66.4159,1350.2137,,,
66.4379,1371.3051,,,
66.4599,1433.4647,,,
66.4819,1460.3245,,,
66.5039,1467.4892,,,
66.5259,1387.3786,,,
66.5479,1395.2612,,,
66.5699,1413.708,,,
66.5919,1427.7304,,,
66.6139,1484.0707,,,
66.6359,1475.5378,,,
66.6579,1473.4062,,,
66.6799,1478.0957,,,
66.7019,1450.8959,,,
66.7239,1463.0471,,,
66.7459,1439.8141,,,
66.7679,1423.4857,,,
66.7899,1427.2805,,,
66.8119,1443.8327,,,
66.8339,1383.2701,,,
66.8559,1470.4619,,,
66.8779,1423.451,,,
66.8999,1378.7346,,,
66.9219,1386.2182,,,
66.9439,1373.3009,,,
66.9659,1386.1978,,,
66.9879,1382.7071,,,
67.0099,1328.9143,,,
67.0319,1328.8597,,,
67.0539,1347.4992,,,
67.0759,1349.1362,,,
67.0979,1398.4275,,,
67.1199,1377.0876,,,
67.1419,1350.1412,,,
67.1639,1302.8211,,,
67.1859,1327.6778,,,
67.2079,1334.3286,,,
67.2299,1307.711,,,
67.2519,1307.2659,,,
67.2739,1292.7522,,,
67.2959,1298.654,,,
67.3179,1313.4759,,,
67.3399,1338.8808,,,
67.3619,1322.4775,,,
67.3839,1266.6625,,,
67.4059,1282.9266,,,
67.4279,1289.6792,,,
67.4499,1252.6095,,,
67.4719,1260.7214,,,
67.4939,1252.0145,,,
67.5159,1272.6454,,,
67.5379,1312.4869,,,
67.5599,1285.9894,,,
67.5819,1263.0678,,,
67.6039,1284.3158,,,
67.6259,1243.1776,,,
67.6479,1242.8753,,,
67.6699,1265.3983,,,
67.6919,1258.7118,,,
67.7139,1288.4545,,,
67.7359,1296.8893,,,
67.7579,1238.5788,,,
67.7799,1227.3014,,,
67.8019,1249.9411,,,
67.8239,1253.6622,,,
67.8459,1216.5887,,,
67.8679,1214.2346,,,
67.8899,1253.542,,,
67.9119,1258.6863,,,
67.9339,1263.885,,,
67.9559,1209.5547,,,
67.9779,1209.5182,,,
67.9999,1229.4293,,,
68.0219,1215.0923,,,
68.0439,1256.3041,,,
68.0659,1264.6578,,,
68.0879,1195.4937,,,
68.1099,1179.6705,,,
68.1319,1227.518,,,
68.1539,1253.127,,,
68.1759,1173.975,,,
68.1979,1241.1744,,,
68.2199,1257.998,,,
68.2419,1253.3094,,,
68.2639,1199.8244,,,
68.2859,1192.8505,,,
68.3079,1188.702,,,
68.3299,1182.6283,,,
68.3519,1186.4289,,,
68.3739,1290.7602,,,
68.3959,1160.6849,,,
68.4179,1250,,,
68.4399,1257.2596,,,
68.4619,1237.7517,,,
68.4839,1160.0231,,,
68.5059,1229.871,,,
68.5279,1209.3852,,,
68.5499,1238.5211,,,
68.5719,1242.0548,,,
68.5939,1273.9939,,,
68.6159,1227.3611,,,
68.6379,1193.5312,,,
68.6599,1218.8862,,,
68.6819,1199.0169,,,
68.7039,1218.7492,,,
68.7259,1200.0883,,,
68.7479,1181.5006,,,
68.7699,1189.3057,,,
68.7919,1190.5637,,,
68.8139,1216.3734,,,
68.8359,1190.0339,,,
68.8579,1195.5694,,,
68.8799,1198.6769,,,
68.9019,1183.462,,,
68.9239,1158.9424,,,
68.9459,1168.1478,,,
68.9679,1189.4482,,,
68.9899,1172.8614,,,
69.0119,1174.443,,,
69.0339,1181.829,,,
69.0559,1192.3378,,,
69.0779,1192.1209,,,
69.0999,1185.555,,,
69.1219,1176.9557,,,
69.1439,1203.52,,,
69.1659,1176.3957,,,
69.1879,1164.9738,,,
69.2099,1159.2484,,,
69.2319,1189.1156,,,
69.2539,1236.5782,,,
69.2759,1173.82,,,
69.2979,1180.029,,,
69.3199,1187.1679,,,
69.3419,1205.5037,,,
69.3639,1214.4866,,,
69.3859,1194.3096,,,
69.4079,1228.1813,,,
69.4299,1222.6163,,,
69.4519,1191.4025,,,
69.4739,1208.9402,,,
69.4959,1223.5669,,,
69.5179,1230.0797,,,
69.5399,1170.7493,,,
69.5619,1188.7633,,,
69.5839,1189.0368,,,
69.6059,1134.6358,,,
69.6279,1154.6335,,,
69.6499,1254.3339,,,
69.6719,1220.9923,,,
69.6939,1161.8561,,,
69.7159,1176.2524,,,
69.7379,1153.8455,,,
69.7599,1155.887,,,
69.7819,1097.625,,,
69.8039,1136.8145,,,
69.8259,1121.4541,,,
69.8479,1108.9896,,,
69.8699,1113.534,,,
69.8919,1182.227,,,
69.9139,1175.6371,,,
69.9359,1187.4696,,,
69.9579,1192.8575,,,
69.9799,1198.9027,,,
70.0019,1122.3024,,,
70.0239,1198.6069,,,
70.0459,1152.1859,,,
70.0679,1163.1085,,,
70.0899,1223.462,,,
70.1119,1191.4602,,,
70.1339,1201.5135,,,
70.1559,1230.9766,,,
70.1779,1189.1152,,,
70.1999,1216.9729,,,
70.2219,1198.8102,,,
70.2439,1187.6371,,,
70.2659,1177.1683,,,
70.2879,1208.9351,,,
70.3099,1202.7341,,,
70.3319,1161.6155,,,
70.3539,1217.7854,,,
70.3759,1189.7615,,,
70.3979,1232.4401,,,
70.4199,1163.4686,,,
70.4419,1123.965,,,
70.4639,1180.863,,,
70.4859,1192.2063,,,
70.5079,1193.6465,,,
70.5299,1233.2227,,,
70.5519,1176.1904,,,
70.5739,1206.6787,,,
70.5959,1234.6234,,,
70.6179,1223.3291,,,
70.6399,1203.338,,,
70.6619,1242.0514,,,
70.6839,1256.8017,,,
70.7059,1229.5486,,,
70.7279,1239.8788,,,
70.7499,1304.4292,,,
70.7719,1328.2932,,,
70.7939,1311.1733,,,
70.8159,1398.3144,,,
70.8379,1497.0829,,,
70.8599,1596.3135,,,
70.8819,1769.6166,,,
70.9039,1941.5008,,,
70.9259,2012.4631,,,
70.9479,1940.1807,,,
70.9699,1736.9484,,,
70.9919,1563.1814,,,
71.0139,1508.3322,,,
71.0359,1537.2939,,,
71.0579,1554.4512,,,
71.0799,1597.8584,,,
71.1019,1650.9294,,,
71.1239,1622.5105,,,
71.1459,1500.1781,,,
71.1679,1379.2502,,,
71.1899,1330.1444,,,
71.2119,1253.7757,,,
71.2339,1259.6935,,,
71.2559,1269.6401,,,
71.2779,1295.0671,,,
71.2999,1266.6103,,,
71.3219,1212.1226,,,
71.3439,1284.5159,,,
71.3659,1257.1412,,,
71.3879,1214.3469,,,
71.4099,1200.7384,,,
71.4319,1175.1503,,,
71.4539,1223.0879,,,
71.4759,1217.1498,,,
71.4979,1190.5397,,,
71.5199,1218.0779,,,
71.5419,1184.6035,,,
71.5639,1203.1934,,,
71.5859,1230.7878,,,
71.6079,1277.7726,,,
71.6299,1201.4951,,,
71.6519,1204.0148,,,
71.6739,1210.5812,,,
71.6959,1211,,,
71.7179,1211,,,
71.7399,1236.1437,,,
71.7619,1267.3601,,,
71.7839,1246.1838,,,
71.8059,1213.0945,,,
71.8279,1237.0811,,,
71.8499,1243.2549,,,
71.8719,1282.6534,,,
71.8939,1206.0179,,,
71.9159,1247.1007,,,
71.9379,1314.0959,,,
71.9599,1235.3623,,,
71.9819,1157.9199,,,
72.0039,1245,,,
72.0259,1252.8647,,,
72.0479,1299.6256,,,
72.0699,1257.0286,,,
72.0919,1276.947,,,
72.1139,1292.7041,,,
72.1359,1282.8187,,,
72.1579,1239.6405,,,
72.1799,1286.3361,,,
72.2019,1270.1596,,,
72.2239,1301.0764,,,
72.2459,1284.732,,,
72.2679,1352.0061,,,
72.2899,1395.071,,,
72.3119,1409.802,,,
72.3339,1368.7935,,,
72.3559,1381.4028,,,
72.3779,1355.6797,,,
72.3999,1302.9599,,,
72.4219,1382,,,
72.4439,1396.7756,,,
72.4659,1390.9503,,,
72.4879,1354.3233,,,
72.5099,1403.4516,,,
72.5319,1461.8012,,,
72.5539,1435.7248,,,
72.5759,1362.0238,,,
72.5979,1386.5891,,,
72.6199,1385.4497,,,
72.6419,1384.775,,,
72.6639,1386.8843,,,
72.6859,1424.0625,,,
72.7079,1463.8426,,,
72.7299,1438.3951,,,
